entry,entry_id
ENSG00000267748,ENSG00000267748
NR2C1,NR2C1
LIPH,LIPH
PLEKHM1,PLEKHM1
ARMCX6,ARMCX6
PER2,PER2
C8orf76,C8orf76
ERCC8,ERCC8
CLDND2,CLDND2
ANLN,ANLN
IFI27L2,IFI27L2
OAS2,OAS2
ZC3H12C,ZC3H12C
RAP1B,RAP1B
IGKV1-6,IGKV1-6
THAP10,THAP10
C11orf94,C11orf94
NAT1,NAT1
TRMO,TRMO
NVL,NVL
HOXD11,HOXD11
TCP11L1,TCP11L1
NMD3,NMD3
PRKRIP1,PRKRIP1
PPP1R21,PPP1R21
BCL2L2-PABPN1,BCL2L2-PABPN1
NPTX1,NPTX1
MFAP4,MFAP4
ZNF658,ZNF658
ZNF230,ZNF230
MRPL1,MRPL1
YIF1A,YIF1A
THOC2,THOC2
PSMG4,PSMG4
TMTC2,TMTC2
TIGD1,TIGD1
ADAMTS17,ADAMTS17
ZBTB4,ZBTB4
LRRC31,LRRC31
USP22,USP22
ARHGDIA,ARHGDIA
GJB3,GJB3
CCT8,CCT8
KHDC4,KHDC4
DTHD1,DTHD1
ABHD15,ABHD15
ENPP4,ENPP4
CDH6,CDH6
NPM3,NPM3
CFAP126,CFAP126
GPLD1,GPLD1
PDE6D,PDE6D
VPS13A,VPS13A
IFI35,IFI35
UNCX,UNCX
SLC18A3,SLC18A3
GALK1,GALK1
IL20RA,IL20RA
SLC38A2,SLC38A2
HAPLN4,HAPLN4
EBF2,EBF2
COA1,COA1
CLU,CLU
GRIK2,GRIK2
FMNL3,FMNL3
SLC38A1,SLC38A1
ALDH3A2,ALDH3A2
RSC1A1,RSC1A1
ELOVL3,ELOVL3
HPRT1,HPRT1
MUC21,MUC21
SGCA,SGCA
ARMC6,ARMC6
TCIRG1,TCIRG1
SCYL2,SCYL2
TMEM94,TMEM94
LUZP2,LUZP2
STAG3,STAG3
CABS1,CABS1
G6PC,G6PC
METTL18,METTL18
AKR1D1,AKR1D1
SCT,SCT
ROGDI,ROGDI
BUB3,BUB3
CSTF2T,CSTF2T
GLMP,GLMP
NCK2,NCK2
RNPS1,RNPS1
NXN,NXN
TRAPPC5,TRAPPC5
GSG1L,GSG1L
DARS,DARS
YIPF5,YIPF5
TSNARE1,TSNARE1
DYNLL1,DYNLL1
ATXN7L2,ATXN7L2
STAC,STAC
CD244,CD244
C6orf132,C6orf132
LRIT1,LRIT1
SLC38A6,SLC38A6
SPATA20,SPATA20
KCNF1,KCNF1
USP28,USP28
MTMR6,MTMR6
APIP,APIP
DDB2,DDB2
HIST1H2AA,HIST1H2AA
FAM50B,FAM50B
PPP3R1,PPP3R1
LRIT2,LRIT2
PRKCSH,PRKCSH
GYS1,GYS1
RELA,RELA
POTEH,POTEH
SOWAHB,SOWAHB
DUOX1,DUOX1
TELO2,TELO2
RCC2,RCC2
SPAG5,SPAG5
TEX36,TEX36
HGNC:34393,HGNC:34393
CDHR4,CDHR4
DSCAM,DSCAM
OGFRL1,OGFRL1
OIP5,OIP5
CCDC171,CCDC171
CS,CS
MAP2K7,MAP2K7
CBX8,CBX8
PRR30,PRR30
CRYGB,CRYGB
IL21R,IL21R
ENSG00000241690,ENSG00000241690
TPST2,TPST2
ANKRD30B,ANKRD30B
ZNF428,ZNF428
TSPYL4,TSPYL4
CCDC184,CCDC184
SPRY4,SPRY4
C5orf67,C5orf67
MRPL54,MRPL54
AASS,AASS
ADAM10,ADAM10
ZFAT,ZFAT
HES2,HES2
AK5,AK5
LRBA,LRBA
IL1R1,IL1R1
HADHA,HADHA
KCNJ16,KCNJ16
BRWD3,BRWD3
DXO,DXO
FAM153B,FAM153B
SLC25A23,SLC25A23
LCE2C,LCE2C
RFX1,RFX1
CPA6,CPA6
NDUFB7,NDUFB7
ZNF324B,ZNF324B
RD3,RD3
PINK1,PINK1
HGNC:27333,HGNC:27333
VIPR1,VIPR1
PIK3C3,PIK3C3
HTR1A,HTR1A
RPL38,RPL38
SLC24A1,SLC24A1
TM9SF1,TM9SF1
MORF4L2,MORF4L2
GNPDA1,GNPDA1
UNC45A,UNC45A
ZNF233,ZNF233
AKAP12,AKAP12
PXT1,PXT1
PLAGL2,PLAGL2
SPIN2B,SPIN2B
PTDSS2,PTDSS2
HOXD12,HOXD12
FGF9,FGF9
ATP9A,ATP9A
BRD1,BRD1
SPRN,SPRN
SSH3,SSH3
DACT3,DACT3
NME9,NME9
MRPL41,MRPL41
UGT2B11,UGT2B11
MAPK7,MAPK7
HTN1,HTN1
BORCS5,BORCS5
PGAM2,PGAM2
GPR19,GPR19
CLUL1,CLUL1
LRRC74A,LRRC74A
TRAJ21,TRAJ21
PPP1R12C,PPP1R12C
OR52N2,OR52N2
FOXD4L4,FOXD4L4
HOXC5,HOXC5
CPEB2,CPEB2
MSH4,MSH4
ZNF347,ZNF347
SCML4,SCML4
NPBWR2,NPBWR2
NCAPH,NCAPH
CTSS,CTSS
ENSG00000183292,ENSG00000183292
B3GNT8,B3GNT8
HGNC:42974,HGNC:42974
STOML1,STOML1
SIRPB1,SIRPB1
TMEM167B,TMEM167B
USP17L5,USP17L5
PAGE2B,PAGE2B
TRAF5,TRAF5
CBX6,CBX6
SERPINI2,SERPINI2
DPP9,DPP9
OR4P4,OR4P4
CRHR2,CRHR2
AVEN,AVEN
SPACA1,SPACA1
NIPSNAP1,NIPSNAP1
C1orf56,C1orf56
SOWAHD,SOWAHD
CCDC74A,CCDC74A
CENPP,CENPP
OR6A2,OR6A2
GPCPD1,GPCPD1
VAX2,VAX2
STRN3,STRN3
CRIPT,CRIPT
BCAM,BCAM
NR2E1,NR2E1
PCBD2,PCBD2
USP17L15,USP17L15
TBC1D28,TBC1D28
PNMA3,PNMA3
DNASE1L2,DNASE1L2
RTP5,RTP5
FZD6,FZD6
ITGA7,ITGA7
PADI2,PADI2
REM2,REM2
RHOXF2B,RHOXF2B
RPA4,RPA4
PSMD7,PSMD7
AMBRA1,AMBRA1
RUNX1T1,RUNX1T1
SVIL,SVIL
KCNJ4,KCNJ4
CLEC2L,CLEC2L
TMEM246,TMEM246
TULP2,TULP2
ENSG00000269179,ENSG00000269179
RNF19A,RNF19A
CUX1,CUX1
ACSM3,ACSM3
OTP,OTP
CYP2A13,CYP2A13
KCND2,KCND2
DNAJB6,DNAJB6
GTF3C1,GTF3C1
TROVE2,TROVE2
DDX24,DDX24
PNMA8A,PNMA8A
PLXNC1,PLXNC1
GAPT,GAPT
SLC10A1,SLC10A1
SPG11,SPG11
SYNRG,SYNRG
TMOD4,TMOD4
SETDB2,SETDB2
LMF1,LMF1
TMEM9B,TMEM9B
IGKV1D-43,IGKV1D-43
GSX1,GSX1
GTF2F1,GTF2F1
SLC30A7,SLC30A7
ARHGEF18,ARHGEF18
EPHX4,EPHX4
HUS1B,HUS1B
SMPD2,SMPD2
IRX5,IRX5
PRKCZ,PRKCZ
EEF2K,EEF2K
TBC1D32,TBC1D32
ZNF594,ZNF594
GAR1,GAR1
MAJIN,MAJIN
COL17A1,COL17A1
CDK17,CDK17
KLF3,KLF3
SIL1,SIL1
SLC7A5,SLC7A5
SPATA32,SPATA32
DUSP1,DUSP1
SELENOO,SELENOO
TRMT44,TRMT44
ILVBL,ILVBL
ACTL9,ACTL9
TSPY3,TSPY3
ARL11,ARL11
EPC2,EPC2
SLC8A3,SLC8A3
HRK,HRK
DHRS13,DHRS13
AURKB,AURKB
ZSWIM3,ZSWIM3
TLR4,TLR4
UGT2B10,UGT2B10
HNRNPA0,HNRNPA0
DYNC2LI1,DYNC2LI1
CABCOCO1,CABCOCO1
USP15,USP15
STRA6,STRA6
DDHD1,DDHD1
ARL6IP6,ARL6IP6
CHAC1,CHAC1
XXYLT1,XXYLT1
PGK2,PGK2
ARHGAP22,ARHGAP22
CSNK1D,CSNK1D
UGT1A8,UGT1A8
SUSD5,SUSD5
DDX1,DDX1
NOTCH1,NOTCH1
DIRAS3,DIRAS3
C10orf55,C10orf55
MACROD2,MACROD2
RTL3,RTL3
ABCG5,ABCG5
KCNA3,KCNA3
FABP1,FABP1
OR2G6,OR2G6
DHX30,DHX30
IQSEC3,IQSEC3
ABR,ABR
PSMA5,PSMA5
FOSB,FOSB
ADCY2,ADCY2
PGRMC1,PGRMC1
LIMCH1,LIMCH1
AHNAK2,AHNAK2
TBPL2,TBPL2
CEACAM3,CEACAM3
TET2,TET2
DGKH,DGKH
MAP2,MAP2
SYPL2,SYPL2
PRIMPOL,PRIMPOL
CFDP1,CFDP1
MRPL16,MRPL16
ZFP28,ZFP28
MC4R,MC4R
TRBJ2-6,TRBJ2-6
AP4E1,AP4E1
SYNDIG1L,SYNDIG1L
WDR83OS,WDR83OS
CDKAL1,CDKAL1
RALGAPA2,RALGAPA2
SPANXN5,SPANXN5
PI4KB,PI4KB
OR2L2,OR2L2
VWA7,VWA7
CD226,CD226
ZNF540,ZNF540
SCUBE1,SCUBE1
ZNF789,ZNF789
YWHAQ,YWHAQ
GTF2F2,GTF2F2
MAPK8,MAPK8
ZADH2,ZADH2
PJA1,PJA1
CAPN14,CAPN14
CSNK1A1,CSNK1A1
MUC15,MUC15
PGP,PGP
PANK2,PANK2
THOC6,THOC6
SPDL1,SPDL1
CCDC51,CCDC51
MSR1,MSR1
OR52K1,OR52K1
PLA1A,PLA1A
PDE8B,PDE8B
TAS2R16,TAS2R16
BARD1,BARD1
CD72,CD72
CTAGE9,CTAGE9
SCN1A,SCN1A
ENSG00000282278,ENSG00000282278
OR6T1,OR6T1
PHLDA2,PHLDA2
ZNF479,ZNF479
TCTN3,TCTN3
ACIN1,ACIN1
MORF4L1,MORF4L1
CDK2AP1,CDK2AP1
IGLJ4,IGLJ4
MOGAT1,MOGAT1
ABLIM3,ABLIM3
PROK2,PROK2
LPGAT1,LPGAT1
ARID2,ARID2
ELSPBP1,ELSPBP1
NDST1,NDST1
SH3BGRL,SH3BGRL
RBFOX1,RBFOX1
SOX14,SOX14
ADAM18,ADAM18
CARNS1,CARNS1
ENSG00000268750,ENSG00000268750
GLIPR2,GLIPR2
KRTAP19-3,KRTAP19-3
TRPM5,TRPM5
CNGB3,CNGB3
PDCD7,PDCD7
PLAA,PLAA
GRIP1,GRIP1
FHL1,FHL1
ANKRD36,ANKRD36
GATS,GATS
TTC38,TTC38
TMEM216,TMEM216
SPEM1,SPEM1
KDELC2,KDELC2
BRAP,BRAP
RCSD1,RCSD1
ZMAT1,ZMAT1
STK33,STK33
EIF2AK1,EIF2AK1
CKS1B,CKS1B
C1orf43,C1orf43
FAM43B,FAM43B
STRIP2,STRIP2
NUP88,NUP88
TMC3,TMC3
CLDN22,CLDN22
B3GALT5,B3GALT5
CDC6,CDC6
FPR2,FPR2
HGNC:33789,HGNC:33789
HHLA1,HHLA1
FYB1,FYB1
HMG20B,HMG20B
ENPP1,ENPP1
CLDN19,CLDN19
TBC1D19,TBC1D19
OR5M1,OR5M1
SPHK1,SPHK1
PSME3,PSME3
ZNF8,ZNF8
APOBEC3H,APOBEC3H
NETO2,NETO2
HSD17B12,HSD17B12
SSU72,SSU72
MAIP1,MAIP1
SKA2,SKA2
DDAH1,DDAH1
PLXNA4,PLXNA4
ALKAL1,ALKAL1
DNAJC19,DNAJC19
FXYD4,FXYD4
ALPL,ALPL
P2RY6,P2RY6
POU3F1,POU3F1
FAM122C,FAM122C
ZC3HAV1,ZC3HAV1
SOSTDC1,SOSTDC1
TMEM207,TMEM207
CALHM5,CALHM5
AHCY,AHCY
DCTD,DCTD
AASDH,AASDH
LY6D,LY6D
EAPP,EAPP
HGNC:18406,HGNC:18406
TRAPPC2L,TRAPPC2L
MTHFR,MTHFR
HNRNPF,HNRNPF
C2orf83,C2orf83
CEP55,CEP55
TAF7,TAF7
UCN2,UCN2
C16orf72,C16orf72
EREG,EREG
NAT8,NAT8
PRICKLE1,PRICKLE1
RAB34,RAB34
SELENOV,SELENOV
WDR26,WDR26
FOXP1,FOXP1
IDO1,IDO1
DNM2,DNM2
ERF,ERF
C4orf33,C4orf33
WDR31,WDR31
OR2L8,OR2L8
ANKRD20A4,ANKRD20A4
RTKN,RTKN
KCTD2,KCTD2
RAB25,RAB25
NLRP11,NLRP11
TMCO1,TMCO1
TRIM36,TRIM36
SPIRE2,SPIRE2
NT5C3A,NT5C3A
MCRIP2,MCRIP2
ZNF521,ZNF521
GRK4,GRK4
CHRM1,CHRM1
OR10V1,OR10V1
RRAS,RRAS
STOML2,STOML2
GPR37,GPR37
ZNF23,ZNF23
ZSCAN5A,ZSCAN5A
IK,IK
TERF1,TERF1
ST8SIA1,ST8SIA1
ABHD12,ABHD12
JAK2,JAK2
RAB22A,RAB22A
ZFP69B,ZFP69B
LGALSL,LGALSL
CDK7,CDK7
LYPD2,LYPD2
C12orf57,C12orf57
RAD23B,RAD23B
NEK8,NEK8
ZNF583,ZNF583
MAP3K15,MAP3K15
ARR3,ARR3
GP1BB,GP1BB
OR5R1,OR5R1
AFF4,AFF4
DENND6B,DENND6B
HECW1,HECW1
DYDC2,DYDC2
DDI2,DDI2
RC3H1,RC3H1
UNC13B,UNC13B
TSPAN12,TSPAN12
YY1,YY1
RAB21,RAB21
COL9A2,COL9A2
PTK2B,PTK2B
PTAFR,PTAFR
LRRN4CL,LRRN4CL
ERN1,ERN1
HIST1H1B,HIST1H1B
LHX5,LHX5
FCGR3A,FCGR3A
RAD51B,RAD51B
OR2J1,OR2J1
ZFR2,ZFR2
GMPPA,GMPPA
TPGS2,TPGS2
CST7,CST7
OTULIN,OTULIN
RHOBTB1,RHOBTB1
TP53INP2,TP53INP2
SLC30A5,SLC30A5
MGP,MGP
BCLAF1,BCLAF1
SEPHS2,SEPHS2
ASS1,ASS1
ARHGAP11A,ARHGAP11A
NLRC3,NLRC3
ZNF622,ZNF622
AAAS,AAAS
MYPOP,MYPOP
WASL,WASL
TMPRSS6,TMPRSS6
CAPN10,CAPN10
EGFL7,EGFL7
OVOL2,OVOL2
PCDHB16,PCDHB16
ZMAT4,ZMAT4
FAM109A,FAM109A
MMRN2,MMRN2
ITPKC,ITPKC
ENSG00000243696,ENSG00000243696
CIRBP,CIRBP
ADIPOQ,ADIPOQ
PARP4,PARP4
ISL2,ISL2
ATP4B,ATP4B
GPR50,GPR50
ZNF486,ZNF486
SYCP1,SYCP1
OXNAD1,OXNAD1
PPFIA3,PPFIA3
TSLP,TSLP
FOXP2,FOXP2
PKLR,PKLR
TRPT1,TRPT1
HTR3B,HTR3B
NLRP6,NLRP6
PBLD,PBLD
UBL7,UBL7
GPATCH1,GPATCH1
OR5W2,OR5W2
ENSG00000273047,ENSG00000273047
ACER1,ACER1
DUS3L,DUS3L
DHX35,DHX35
MAN2B1,MAN2B1
KDM4B,KDM4B
ZNF821,ZNF821
PDGFRA,PDGFRA
SASH3,SASH3
EFHD2,EFHD2
RGS18,RGS18
TM9SF3,TM9SF3
CAMK2D,CAMK2D
CCDC85B,CCDC85B
TRBV5-5,TRBV5-5
PDK2,PDK2
RANGRF,RANGRF
ESYT3,ESYT3
SLC7A6OS,SLC7A6OS
MCAT,MCAT
CCDC38,CCDC38
SDC3,SDC3
MAPK12,MAPK12
FOLR1,FOLR1
ENSG00000281593,ENSG00000281593
SLC22A3,SLC22A3
PPDPF,PPDPF
KCMF1,KCMF1
UTS2,UTS2
FARP2,FARP2
FAM35A,FAM35A
STAT6,STAT6
JPT2,JPT2
FPR1,FPR1
BICRAL,BICRAL
MSANTD3,MSANTD3
LPL,LPL
GPR142,GPR142
KRTAP6-3,KRTAP6-3
FOXO4,FOXO4
GFER,GFER
RPP14,RPP14
SEZ6L2,SEZ6L2
TCAF2,TCAF2
MORN3,MORN3
SLC38A5,SLC38A5
TRBV4-2,TRBV4-2
EPPIN,EPPIN
FSTL4,FSTL4
OR14K1,OR14K1
ZNF654,ZNF654
PPAT,PPAT
WHRN,WHRN
AFAP1L2,AFAP1L2
FAM187A,FAM187A
KANK2,KANK2
SHCBP1L,SHCBP1L
P2RY2,P2RY2
TRUB2,TRUB2
BRSK1,BRSK1
GABRA5,GABRA5
LRP4,LRP4
REG1A,REG1A
SDF2L1,SDF2L1
SLC35F3,SLC35F3
KIF2C,KIF2C
WDR76,WDR76
CNFN,CNFN
NAA15,NAA15
ABAT,ABAT
KLHL1,KLHL1
TIMM13,TIMM13
GRID2IP,GRID2IP
NCOA5,NCOA5
GLRA2,GLRA2
STX2,STX2
ZNF788,ZNF788
MPST,MPST
PPP1R32,PPP1R32
NDUFAF5,NDUFAF5
MTG2,MTG2
GSTA2,GSTA2
TMEM178B,TMEM178B
ZYG11A,ZYG11A
NRAS,NRAS
LBX1,LBX1
HCAR2,HCAR2
IKZF1,IKZF1
COTL1,COTL1
ARSG,ARSG
SEC23A,SEC23A
BBOF1,BBOF1
RETNLB,RETNLB
ERO1B,ERO1B
RIC8B,RIC8B
SLC14A1,SLC14A1
PMS1,PMS1
CACNA1H,CACNA1H
PLSCR2,PLSCR2
GCG,GCG
UBE2L6,UBE2L6
PTGER2,PTGER2
ZNF14,ZNF14
ADGRG7,ADGRG7
FAM162B,FAM162B
TRPM1,TRPM1
ARL13B,ARL13B
PARP2,PARP2
MAP2K1,MAP2K1
DEUP1,DEUP1
CEP68,CEP68
ENSG00000267314,ENSG00000267314
NAIP,NAIP
KHDC1,KHDC1
KRT37,KRT37
EFHD1,EFHD1
ABHD14A,ABHD14A
MGAT5B,MGAT5B
RAB27A,RAB27A
FAM49A,FAM49A
DBNL,DBNL
SLC9C2,SLC9C2
FOXJ2,FOXJ2
CAPN3,CAPN3
SMARCE1,SMARCE1
TMEM242,TMEM242
CDK14,CDK14
OPTN,OPTN
TAF12,TAF12
RRH,RRH
LCE4A,LCE4A
ENSG00000284292,ENSG00000284292
SCAF8,SCAF8
RBP4,RBP4
COL1A1,COL1A1
CCDC28A,CCDC28A
PBX1,PBX1
DNAJC11,DNAJC11
RNF220,RNF220
TNFRSF1A,TNFRSF1A
BMP1,BMP1
NDUFB8,NDUFB8
CCDC88C,CCDC88C
DCAF12,DCAF12
SLC17A7,SLC17A7
CCNC,CCNC
AZI2,AZI2
APOBEC2,APOBEC2
ZMIZ1,ZMIZ1
NPAS4,NPAS4
DNAJC22,DNAJC22
OAS1,OAS1
SNAP25,SNAP25
ANKRD29,ANKRD29
LMO4,LMO4
CTBP1,CTBP1
SLC7A7,SLC7A7
NFU1,NFU1
LSM14B,LSM14B
BGN,BGN
CD164L2,CD164L2
C1orf35,C1orf35
THBS4,THBS4
PAPSS2,PAPSS2
SHOC2,SHOC2
OR8K5,OR8K5
SELENOH,SELENOH
FAM222B,FAM222B
MAGEE1,MAGEE1
RAB2B,RAB2B
LRRC4C,LRRC4C
UROC1,UROC1
COX7C,COX7C
PYDC2,PYDC2
NRM,NRM
HRNR,HRNR
USP33,USP33
SOX6,SOX6
HOOK1,HOOK1
OR10A4,OR10A4
RBMXL2,RBMXL2
SLC25A18,SLC25A18
UNC5D,UNC5D
NRBP2,NRBP2
NXPE1,NXPE1
LHX1,LHX1
SYCE1,SYCE1
PGLYRP3,PGLYRP3
ENSG00000267127,ENSG00000267127
MINOS1-NBL1,MINOS1-NBL1
DACT2,DACT2
TMEM176B,TMEM176B
TRPC4AP,TRPC4AP
OR9Q2,OR9Q2
SYT14,SYT14
SCGN,SCGN
FOXK1,FOXK1
C16orf62,C16orf62
TMEM8A,TMEM8A
AKAIN1,AKAIN1
CUL1,CUL1
TFDP2,TFDP2
PLXNA2,PLXNA2
CUL4A,CUL4A
FPGT,FPGT
GZMA,GZMA
PRRX1,PRRX1
ENSG00000265303,ENSG00000265303
NBPF3,NBPF3
ENSG00000272104,ENSG00000272104
SEPSECS,SEPSECS
CCDC90B,CCDC90B
GSTK1,GSTK1
CCL15,CCL15
RASGRF2,RASGRF2
CH25H,CH25H
SLC2A2,SLC2A2
TMEM231,TMEM231
ZC3H10,ZC3H10
ZNF701,ZNF701
PRR35,PRR35
TALDO1,TALDO1
TCEAL7,TCEAL7
GRN,GRN
PM20D1,PM20D1
GJD4,GJD4
SPECC1,SPECC1
MSH5,MSH5
CNOT1,CNOT1
DGCR2,DGCR2
NNT,NNT
P2RX4,P2RX4
WDR88,WDR88
SUFU,SUFU
SNAP47,SNAP47
MMP19,MMP19
ZFAND5,ZFAND5
CCDC114,CCDC114
RPAP3,RPAP3
OSR1,OSR1
ARF1,ARF1
TRBJ2-5,TRBJ2-5
NEU1,NEU1
TSPAN19,TSPAN19
SLC16A4,SLC16A4
GPX7,GPX7
INHBA,INHBA
CADPS2,CADPS2
RPS25,RPS25
ENSG00000258052,ENSG00000258052
ETNK1,ETNK1
ZNF624,ZNF624
RWDD2B,RWDD2B
GAD2,GAD2
ZDBF2,ZDBF2
ING3,ING3
PSMB2,PSMB2
ARHGAP31,ARHGAP31
PDPK1,PDPK1
CASTOR2,CASTOR2
TRAPPC6A,TRAPPC6A
ATP13A3,ATP13A3
ANKK1,ANKK1
PREX2,PREX2
NXPH3,NXPH3
GPBP1L1,GPBP1L1
C5orf34,C5orf34
IFNAR2,IFNAR2
BCR,BCR
LRTOMT,LRTOMT
MMP24,MMP24
KRTAP9-7,KRTAP9-7
ENSG00000259900,ENSG00000259900
KNDC1,KNDC1
WDR47,WDR47
SNX11,SNX11
MUC16,MUC16
OR52B2,OR52B2
RNF219,RNF219
EXOSC2,EXOSC2
TMEM206,TMEM206
PIK3CG,PIK3CG
HGNC:26731,HGNC:26731
UTF1,UTF1
ENSG00000184761,ENSG00000184761
HSP90B1,HSP90B1
PLXNB3,PLXNB3
GBP3,GBP3
OR4K5,OR4K5
SMU1,SMU1
CNGA1,CNGA1
GOSR1,GOSR1
SETD3,SETD3
ZNF836,ZNF836
UBE2NL,UBE2NL
TRIP4,TRIP4
EEF2,EEF2
CDH2,CDH2
ZNF804A,ZNF804A
MOB1B,MOB1B
PAICS,PAICS
C20orf196,C20orf196
NCOA2,NCOA2
C1QC,C1QC
LRRC58,LRRC58
NQO2,NQO2
GRK2,GRK2
ZKSCAN2,ZKSCAN2
TNFRSF1B,TNFRSF1B
IGSF5,IGSF5
ALDH8A1,ALDH8A1
GPR156,GPR156
ORAI2,ORAI2
PRPSAP2,PRPSAP2
EFNB3,EFNB3
RAB11FIP5,RAB11FIP5
SMIM28,SMIM28
IFI44L,IFI44L
MAN2A2,MAN2A2
SIGLEC6,SIGLEC6
COQ5,COQ5
RASSF9,RASSF9
AVPR1B,AVPR1B
AIDA,AIDA
USP17L10,USP17L10
ANXA2R,ANXA2R
ETF1,ETF1
LSM2,LSM2
C10orf99,C10orf99
C12orf60,C12orf60
CLCN3,CLCN3
THUMPD3,THUMPD3
ZNF354B,ZNF354B
MTRF1L,MTRF1L
SMAD7,SMAD7
MADD,MADD
TMEM63C,TMEM63C
RAB8B,RAB8B
KLHL41,KLHL41
CASC3,CASC3
KERA,KERA
PCDHGA1,PCDHGA1
GOLGB1,GOLGB1
HGNC:13827,HGNC:13827
KIAA1468,KIAA1468
C1QTNF4,C1QTNF4
CFAP36,CFAP36
C4BPB,C4BPB
SLC22A4,SLC22A4
BAK1,BAK1
MAGI2,MAGI2
STRBP,STRBP
CYP2S1,CYP2S1
INTS10,INTS10
PGRMC2,PGRMC2
OR1F1,OR1F1
GPR182,GPR182
GYPC,GYPC
RTN2,RTN2
ADIG,ADIG
MCM5,MCM5
CLDN2,CLDN2
ZNF292,ZNF292
NUP210L,NUP210L
C9orf135,C9orf135
KRT10,KRT10
ZNF649,ZNF649
FAM193A,FAM193A
RPN2,RPN2
RS1,RS1
PBK,PBK
SH3GL1,SH3GL1
LAMA1,LAMA1
ADGRA2,ADGRA2
ANKRD22,ANKRD22
RPS27L,RPS27L
IKZF3,IKZF3
C2orf76,C2orf76
CFAP157,CFAP157
ZCCHC9,ZCCHC9
WBP4,WBP4
TMEM154,TMEM154
SPANXD,SPANXD
ZNF638,ZNF638
SIM2,SIM2
KCNMB1,KCNMB1
VWA3B,VWA3B
PINX1,PINX1
TMEM156,TMEM156
FZD8,FZD8
TMEM238,TMEM238
COL4A3BP,COL4A3BP
RABIF,RABIF
THAP3,THAP3
SH2D5,SH2D5
CLP1,CLP1
IFT172,IFT172
OR6F1,OR6F1
RPLP2,RPLP2
TPRX1,TPRX1
ZNF497,ZNF497
ENTHD1,ENTHD1
SPIN3,SPIN3
TFDP3,TFDP3
IGHJ4,IGHJ4
DPH7,DPH7
SLC25A21,SLC25A21
TMEM199,TMEM199
TSR1,TSR1
CLVS1,CLVS1
SPDYE2,SPDYE2
PYM1,PYM1
ALG1L,ALG1L
VWA1,VWA1
PDHA2,PDHA2
HTR3C,HTR3C
ENSG00000266997,ENSG00000266997
GUSB,GUSB
ARRDC2,ARRDC2
OCM,OCM
COLEC11,COLEC11
SPC25,SPC25
RWDD4,RWDD4
GKAP1,GKAP1
ATXN2,ATXN2
TRAV8-1,TRAV8-1
GPR78,GPR78
EPG5,EPG5
PODXL2,PODXL2
SLC7A9,SLC7A9
EFCAB6,EFCAB6
SLC25A48,SLC25A48
TADA3,TADA3
IFNA6,IFNA6
TIMM21,TIMM21
MIDN,MIDN
FOSL2,FOSL2
ERGIC1,ERGIC1
SLC6A4,SLC6A4
ARHGEF19,ARHGEF19
GLRB,GLRB
PARP14,PARP14
CLTB,CLTB
OTOGL,OTOGL
ZNF839,ZNF839
ZNF18,ZNF18
DDX59,DDX59
ATR,ATR
DCBLD2,DCBLD2
C9orf84,C9orf84
CHD8,CHD8
NAPA,NAPA
POLR2H,POLR2H
ASB9,ASB9
KLHL7,KLHL7
HDAC7,HDAC7
NME4,NME4
MBNL1,MBNL1
LAGE3,LAGE3
CCDC191,CCDC191
DNAI1,DNAI1
CTSH,CTSH
PTPRK,PTPRK
CCL3L1,CCL3L1
PRPF4,PRPF4
SERHL2,SERHL2
FAM86B2,FAM86B2
ADAMTS12,ADAMTS12
CGB5,CGB5
LRRN4,LRRN4
FOXD4,FOXD4
FAM200B,FAM200B
FAM153A,FAM153A
KIAA1549,KIAA1549
ING1,ING1
LAMC1,LAMC1
MAP9,MAP9
C11orf74,C11orf74
SDCCAG8,SDCCAG8
UBR7,UBR7
TNFRSF9,TNFRSF9
CHST4,CHST4
PCDHB5,PCDHB5
SFT2D2,SFT2D2
PON3,PON3
TMC5,TMC5
BDP1,BDP1
EIF2S1,EIF2S1
CD276,CD276
FAM83E,FAM83E
ZBTB8B,ZBTB8B
FUT9,FUT9
DCTN6,DCTN6
FAM214A,FAM214A
ARHGEF28,ARHGEF28
PKIB,PKIB
CNNM1,CNNM1
MARCH9,MARCH9
ACOX3,ACOX3
CDH16,CDH16
CABP4,CABP4
KRTAP9-8,KRTAP9-8
ALYREF,ALYREF
CYB561D1,CYB561D1
HIST1H2AE,HIST1H2AE
ZYG11B,ZYG11B
LTN1,LTN1
KCNH8,KCNH8
ZNF645,ZNF645
ZNF625,ZNF625
OR5P2,OR5P2
RAB11FIP3,RAB11FIP3
MSL2,MSL2
C12orf54,C12orf54
ZNF69,ZNF69
OR5H15,OR5H15
SLC43A1,SLC43A1
MRGPRX1,MRGPRX1
OTUD7B,OTUD7B
NRG3,NRG3
CCKBR,CCKBR
B2M,B2M
CPT1B,CPT1B
CHTF8,CHTF8
PCDHGB7,PCDHGB7
ZNF395,ZNF395
KMT2C,KMT2C
FOXB2,FOXB2
ENSG00000267216,ENSG00000267216
UBXN10,UBXN10
LANCL2,LANCL2
XAGE2,XAGE2
NELL2,NELL2
OR7A10,OR7A10
CD1A,CD1A
IFNA7,IFNA7
FAM90A1,FAM90A1
ADAM17,ADAM17
HIBCH,HIBCH
TRAF1,TRAF1
ACADL,ACADL
ENSG00000255730,ENSG00000255730
ELOVL1,ELOVL1
BPNT1,BPNT1
XRCC4,XRCC4
FAT4,FAT4
ATRX,ATRX
TEX264,TEX264
